name,song_name,song_subgenre
L.A. Confidential,The Christmas Blues,"adult standards, easy listening, lounge, vocal jazz"
L.A. Confidential,Mele Kalikimaka,"adult standards, easy listening, lounge"
L.A. Confidential,Look for the Silver Lining,"cool jazz, jazz, jazz trumpet, vocal jazz"
L.A. Confidential,Jingle Bells,"children's music, nursery"
L.A. Confidential,Hit the Road to Dreamland,"adult standards, easy listening, lounge, vocal jazz"
L.A. Confidential,Wheel of Fortune,"eurodance, europop, new wave pop"
L.A. Confidential,Makin' Whoopee,
L.A. Confidential,The Lady is a Tramp,"adult standards, easy listening, lounge"
L.A. Confidential,Powder Your Face with Sunshine,"adult standards, easy listening, lounge, vocal jazz"
L.A. Confidential,How Important Can It Be,deep adult standards
L.A. Confidential,Looking at You,
L.A. Confidential,At Last,"jazz blues, soul, soul blues, torch song, vocal jazz"
L.A. Confidential,But Not for Me,
Hamilton,Alexander Hamilton,"broadway, show tunes, vocal jazz"
Hamilton,"Aaron Burr, Sir ","broadway, show tunes"
Hamilton,My Shot,"broadway, show tunes"
Hamilton,The Story of Tonight,"broadway, show tunes"
Hamilton,The Schuyler Sisters,"broadway, show tunes"
Hamilton,Farmer Refuted,show tunes
Hamilton,You'll Be Back,
Hamilton,Right Hand Man,"broadway, show tunes"
Hamilton,A Winter's Ball,modern country pop
Hamilton,Helpless,"canadian country, canadian pop, canadian singer-songwriter, folk, lilith, new wave pop, permanent wave, queer country, singer-songwriter, women's music"
Hamilton,Satisfied,"broadway, show tunes"
Hamilton,The Story of Tonight (Reprise),show tunes
Hamilton,Wait for It,"broadway, show tunes, vocal jazz"
Hamilton,Stay Alive,seinen
Hamilton,Ten Duel Commandments,"broadway, show tunes"
Hamilton,Meet Me Inside,"broadway, show tunes"
Hamilton,That Would Be Enough,"broadway, show tunes"
Hamilton,Guns and Ships,"broadway, show tunes, vocal jazz"
Hamilton,History Has Its Eyes On You,show tunes
Hamilton,Yorktown (The World Turned Upside Down),"broadway, show tunes"
Hamilton,What Comes Next?,"broadway, hollywood, movie tunes, show tunes"
Hamilton,Dear Theodosia,"broadway, show tunes, vocal jazz"
Hamilton,Tomorrow There'll Be More of Us,"broadway, show tunes"
Hamilton,Non-Stop,"broadway, show tunes, vocal jazz"
Hamilton,What'd I Miss,"alternative hip hop, show tunes"
Hamilton,Cabinet Battle #1,show tunes
Hamilton,Take a Break,"broadway, show tunes"
Hamilton,Say No to This,show tunes
Hamilton,The Room Where It Happens,"broadway, show tunes, vocal jazz"
Hamilton,Schuyler Defeated,"broadway, show tunes"
Hamilton,Cabinet Battle #2,show tunes
Hamilton,Washington On Your Side,"broadway, show tunes, vocal jazz"
Hamilton,One Last Time,pop
Hamilton,I Know Him,"broadway, hollywood, movie tunes, show tunes"
Hamilton,The Adams Administration,"broadway, show tunes"
Hamilton,We Know,movie tunes
Hamilton,Hurricane,"contemporary country, country"
Hamilton,The Reynolds Pamphlet,"broadway, show tunes"
Hamilton,Burn,pov: indie
Hamilton,Blow Us All Away,movie tunes
Hamilton,Stay Alive (Reprise),"broadway, show tunes"
Hamilton,It's Quiet Uptown,"broadway, show tunes"
Hamilton,The Election of 1800,"alternative hip hop, show tunes"
Hamilton,Your Obedient Servant,"broadway, show tunes, vocal jazz"
Hamilton,Best of Wives and Best of Women,"broadway, show tunes"
Hamilton,The World Was Wide Enough,"broadway, show tunes, vocal jazz"
Hamilton,"Who Lives, Who Dies, Who Tells Your Story ","broadway, show tunes"
Hamilton,My Shot (Rise Up Remix),"conscious hip hop, east coast hip hop, hip hop, philly rap, political hip hop"
Hamilton,Dear Theodosia,"broadway, show tunes, vocal jazz"
Hamilton,Exit Music,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock"
Heat,Always Forever Now,ambient pop
Heat,Late Evening In Jersey,"ambient, art pop, art rock, compositional ambient, experimental, experimental ambient, fourth world, glam rock, minimalism, singer-songwriter"
Heat,Last Nite,"alternative rock, garage rock, modern rock, permanent wave, rock"
Heat,Force Marker,
Heat,Mystery Man,
Heat,New Dawn Fades,"alternative rock, indie rock, madchester, new wave, post-punk, punk, rock, uk post-punk"
Heat,God Moving Over The Face Of The Waters,"downtempo, electronica"
Heat,The Monkey King,"chinese metal, oriental metal"
Heat,The Last Lagoon,
Heat,Gringatcho Demento,"classic progressive house, downtempo, intelligent dance music"
Heat,The Mighty Limpopo,"classic progressive house, downtempo, intelligent dance music"
Heat,Ultramarine,uk alternative hip hop
Heat,Arabic Agony,"britpop, madchester, permanent wave, pop rock"
Heat,La Bas,"mariachi, ranchera"
Heat,Celon,"ethereal wave, neoclassical darkwave, oceania soundtrack, soundtrack"
Heat,Gloradin,"ethereal wave, neoclassical darkwave, oceania soundtrack, soundtrack"
Heat,In November,
Heat,Black Cloud,"cloud rap, dark trap, memphis hip hop, underground hip hop"
Heat,Armenia,armenian pop
Heat,The Thrill Is Gone,"blues, blues rock, classic rock, electric blues, jazz blues, soul, soul blues, traditional blues"
Heat,Will Gaines,"album rock, blues rock, classic rock, electric blues, mellow gold, rock, singer-songwriter, soft rock"
Heat,By The Time I Get To Phoenix,"adult standards, arkansas country, classic country pop, folk rock, mellow gold, nashville sound, singer-songwriter, soft rock"
Heat,Top O' The Morning To Ya,"gangster rap, hip hop, rap rock, west coast rap"
Heat,Concerto For Violoncello And Orchestra,
Heat,Get Up To This,
Heat,Steel Cello Lament,
Ikiru,J'ai Deux Amours,"cabaret, harlem renaissance"
Ikiru,Come On-A My House,"adult standards, easy listening, torch song, vocal jazz"
Ikiru,Gondora no uta,anime score
Ikiru,Bibbidi-Bobbidi-Boo,"adult standards, dixieland, harlem renaissance, jazz trumpet, new orleans jazz, soul, swing, vocal jazz"
Ikiru,Happy Birthday,
Ikiru,Too Young,gen z singer-songwriter
Ikiru,Parade of the Tin Soldiers,"german opera, operetta"
Snatch,Super Moves,nightrun
Snatch,Diamond,"barbadian pop, pop, urban contemporary"
Snatch,Hernando's Hideaway,
Snatch,Viva Las Vegas,"alternative rock, early us punk, hardcore punk, punk"
Snatch,Golden Brown,"glam rock, new romantic, new wave, new wave pop, protopunk, pub rock, zolo"
Snatch,Ghost Town,singer-songwriter pop
Snatch,Dreadlock Holiday,"album rock, art rock, classic rock, glam rock, mellow gold, new romantic, soft rock, yacht rock"
Snatch,Cross The Tracks (We Better Go Back),rare groove
Snatch,Disco Science,
Snatch,Lucky Star,"dance pop, pop"
Snatch,"Hot Pants (I'm Coming, Coming, I'm Coming) ",karaoke
Snatch,Sensual Woman,"downtempo, electronica, trip hop"
Snatch,Angel,"neon pop punk, pop punk, vegas indie"
Snatch,Are You There?,lo-fi jazzhop
Snatch,Fuckin' in the Bushes,"beatlesque, britpop, madchester, permanent wave, rock"
Snatch,Don't You Just Know It,"louisiana blues, new orleans blues, rhythm and blues"
Snatch,Hava Nagila,
Snatch,Kosha Nostra Theme,
Snatch,Taverna,albanian pop
Die Hard,Singin' in the Rain,"adult standards, vintage hollywood"
Die Hard,Winter Wonderland,"g funk, gangster rap, hip hop, pop rap, rap, west coast rap"
Die Hard,Christmas in Hollis,"east coast hip hop, golden age hip hop, hip hop, old school hip hop, queens hip hop, rap"
Die Hard,Skeletons,"rap, slap house"
Die Hard,Let It Snow! Let It Snow! Let It Snow!,"adult standards, easy listening, lounge, vocal jazz"
Die Hard,Ode to Joy,"classical, classical era, early romantic era, german romanticism"
Die Hard,Jingle Bells,"children's music, nursery"
Die Hard,"Brandenburg Concerto No. 3 In G Major, (Allegro Moderato) ","baroque, classical, early music, german baroque"
Die Hard,We've Got Each Other,
Die Hard,Resolution & Hyperspace,"orchestral soundtrack, soundtrack"
Die Hard,Let It Snow! Let It Snow! Let It Snow!,"adult standards, easy listening, lounge, vocal jazz"
Indiana Jones and the Last Crusade,You're a Sweet Little Headache,
Indiana Jones and the Last Crusade,Just a Gigolo,"adult standards, jump blues, lounge, swing"
Indiana Jones and the Last Crusade,Cavalry Charge - Bugle Call,"marching band, military band"
Indiana Jones and the Last Crusade,Königgrätzer Marsch,blaskapelle
A Separation,,
Metropolis,,
Bicycle Thieves,,
Incendies,You and Whose Army?,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock"
Incendies,Like Spinning Plates,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock"
Incendies,Nami Nami,"ethnotronica, organic house"
1917,I Am a Poor Wayfaring Stranger,
Like Stars on Earth,Mera Jahan,"classic pakistani pop, filmi, modern bollywood"
Like Stars on Earth,Taare Zameen Par,filmi
Like Stars on Earth,Kholo Kholo,
Like Stars on Earth,Bum Bum Bhole,mantra
Like Stars on Earth,Jame Raho,"filmi, modern bollywood"
Like Stars on Earth,Maa,filmi
Like Stars on Earth,Bheja Kam,
Like Stars on Earth,Ishaan's Theme,
Batman Begins,Folletto!...Folletto!,"italian opera, italian romanticism, post-romantic era"
Batman Begins,Happy Birthday To You,children's music
Batman Begins,"Divertimento in D Major, K.136 (2nd movement) ",
For a Few Dollars More,For A Few Dollars More,"classic soundtrack, italian soundtrack, orchestral soundtrack, vintage italian soundtrack"
For a Few Dollars More,For A Few Dollars More [Sequence 3,"classic soundtrack, italian soundtrack, orchestral soundtrack, vintage italian soundtrack"
For a Few Dollars More,Aces High,"alternative metal, hard rock, metal, nwobhm, rock"
For a Few Dollars More,Prison Break,apostolic worship
For a Few Dollars More,Chapel Shootout,"classic soundtrack, italian soundtrack, orchestral soundtrack, vintage italian soundtrack"
For a Few Dollars More,The Watchers Are Being Watched,
For a Few Dollars More,The Wild One,"jam band, modern folk rock"
For a Few Dollars More,Indio's Flashback,"classic soundtrack, italian soundtrack, orchestral soundtrack, vintage italian soundtrack"
For a Few Dollars More,To El Paso,"classic soundtrack, italian soundtrack, orchestral soundtrack, vintage italian soundtrack"
For a Few Dollars More,The Showdown,"east coast hip hop, funk, new jersey rap, old school hip hop"
For a Few Dollars More,The Vice Of Killing,conscious hip hop
For a Few Dollars More,Mortimer & The Chest,"classic soundtrack, italian soundtrack, orchestral soundtrack, vintage italian soundtrack"
For a Few Dollars More,Discovered,
For a Few Dollars More,Slim Murdered,"classic soundtrack, italian soundtrack, orchestral soundtrack, vintage italian soundtrack"
For a Few Dollars More,Indio & Nino,"classic soundtrack, italian soundtrack, orchestral soundtrack, vintage italian soundtrack"
For a Few Dollars More,Carillon,"binaural, healing hz"
For a Few Dollars More,Indio's Flashback Pt. 2,"ectofolk, folk, lilith, singer-songwriter, women's music"
For a Few Dollars More,Watch Chimes 2,"classic soundtrack, italian soundtrack, orchestral soundtrack, vintage italian soundtrack"
For a Few Dollars More,Sixty Seconds To What?,old west
For a Few Dollars More,"Goodbye, Colonel! ","classic soundtrack, italian soundtrack, orchestral soundtrack, vintage italian soundtrack"
For a Few Dollars More,Occhio Per Occhio,"italian adult pop, italian pop"
For a Few Dollars More,Eye For An Eye,"sad lo-fi, sad rap"
For a Few Dollars More,Watch Chimes,"classic soundtrack, italian soundtrack, orchestral soundtrack, vintage italian soundtrack"
Dangal,Haanikaarak Bapu,
Dangal,Dhaakad,"desi hip hop, desi pop, desi trap, hindi hip hop"
Dangal,Gilehriyaan,"filmi, indian instrumental, modern bollywood"
Dangal,Dangal,"filmi, indian instrumental, modern bollywood"
Dangal,Naina,"filmi, modern bollywood, punjabi pop"
Dangal,Dhaakad,"desi hip hop, desi pop, desi trap, hindi hip hop"
Dangal,Idiot Banna,"filmi, indian instrumental, modern bollywood"
Downfall,When I Am Laid In Earth,"baroque, classical, early music, english baroque"
Downfall,Blutrote Rosen,
Downfall,Davon geht die Welt nicht unter,vintage schlager
Downfall,Die Blauen Dragoner Sie Reiten,
The Batman,Something In The Way,"grunge, permanent wave, rock"
The Batman,Ave Maria,canadian pop
The Kid,,
Some Like It Hot,Runnin' Wild,hard rock
Some Like It Hot,Liebesträume,"classical, late romantic era"
Some Like It Hot,Sugar Blues,
Some Like It Hot,Down Among the Sheltering Palms,"classic girl group, doo-wop, vocal harmony group"
Some Like It Hot,Randolph Street Rag,classic soundtrack
Some Like It Hot,I Wanna Be Loved by You,vintage hollywood
Some Like It Hot,Park Avenue Fantasy (Stairway to the Stars),tin pan alley
Some Like It Hot,I'm Thru with Love,vintage hollywood
Some Like It Hot,Sweet Georgia Brown,
Some Like It Hot,By the Beautiful Sea,
Some Like It Hot,Some Like It Hot,"dance rock, new romantic, new wave, new wave pop"
Some Like It Hot,La Cumparsita,latin pop
Some Like It Hot,"Sweet Sue, Just You ","cool jazz, jazz, jazz trumpet, vocal jazz"
Some Like It Hot,For He's a Jolly Good Fellow,instrumental lullaby
Some Like It Hot,Sugar Blues - Runnin' Wild,
The Father,Cold Wind Var. 1 - Day 1,"compositional ambient, neo-classical"
The Father,Cold Wind Var. 1 - Day 2,"compositional ambient, neo-classical"
The Father,Low Mist Var. 1 - Day 5,"compositional ambient, neo-classical"
The Father,Low Mist Var. 2 - Day 1,
The Father,Low Mist Var. 2 - Day 5,
The Father,Cold Wind Var. 2 - Day 4,"compositional ambient, neo-classical"
The Father,My Journey,"acoustic blues, gospel blues, traditional blues"
The Father,"King Arthur, or The British Worthy (1691), Act 3: What Power Art Thou? ","baroque, classical, early music, english baroque"
The Father,"Norma, Act 1: Casta Diva (Norma, Chorus) ","classical, early romantic era, italian opera, italian romanticism, opera"
The Father,Les Pêcheurs de Perles - Romance: Je crois entendre encore,"classical, french opera, french romanticism, late romantic era"
The Father,Hospital Nightmare,"british soundtrack, soundtrack"
The Father,Ocean Currents,"ocean, water"
The Father,Legends of Rub'al Khali,anime lo-fi
The Father,On the Hour,"australian psych, modern rock, neo-psychedelic, rock"
All About Eve,Liebestraum,"classical, late romantic era"
All About Eve,Manhattan,"classic soul, disco, funk, motown, philly soul, quiet storm, soul"
All About Eve,Poinciana,"bebop, jazz, jazz trio"
All About Eve,Beau Soir,"classical, impressionism, post-romantic era"
All About Eve,That Old Black Magic,"adult standards, easy listening, lounge"
All About Eve,Blue Moon,"adult standards, harlem renaissance, jazz, jazz blues, soul, swing, torch song, vocal jazz"
All About Eve,How About You?,
All About Eve,Stormy Weather (Keeps Rainin' All the Time),vocal jazz
All About Eve,Thou Swell,"hard bop, jazz piano"
All About Eve,Symphony No. 4 in E-flat major (Romantic),"classical, late romantic era"
All About Eve,Linger Awhile,
Green Book,That Old Black Magic,"adult standards, easy listening, lounge"
Green Book,Tired of Hanging Around,"british indie rock, english indie rock"
Green Book,One Mint Julep,man's orchestra
Green Book,Pretty Lil Thing,g-house
Green Book,Throw It Out Of Your Mind,
Green Book,So Long Lover's Island,
Green Book,Let Me Feel It,
Green Book,A Letter From My Baby,
Green Book,"Goodbye, My Lover, Goodbye ",neo mellow
Green Book,You Took Advantage of Me,
Green Book,Drifting Heart,"blues, blues rock, classic rock, rock, rock-and-roll, rockabilly, soul"
Green Book,What'cha Gonna Do,"disco, funk, neo soul, quiet storm, soul"
Green Book,After You've Gone,background jazz
Green Book,Blue Skies,"adult standards, jazz, jazz blues, soul, swing, vocal jazz"
Green Book,Lucille,"classic country pop, country, nashville sound, soft rock"
Green Book,Slow Twisting,"boston indie, bubblegrunge, countrygaze, midwest shoegaze"
Green Book,Won't Be Long,pop
Green Book,Troubled Romance,"alabama indie, bubblegrunge, indie punk, small room"
Green Book,Happy Talk,
Green Book,Ba Da,"europop, swedish pop"
Green Book,Cookin',"edm, pop dance, uk dance"
Green Book,Dearest One,
Green Book,Go To The Mardi Gras,"boogie-woogie, louisiana blues, memphis blues, new orleans blues, new orleans soul, piano blues, traditional blues"
